"","unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1814","puchuncaví","no pertenece a ningún pueblo indígena","sí","mujer",5913,"2009",5105
"1815","puchuncaví","no pertenece a ningún pueblo indígena","no","mujer",201,"2009",5105
"1816","puchuncaví","aymara","sí","mujer",10,"2009",5105
"1817","puchuncaví","mapuche","sí","hombre",72,"2009",5105
"1818","puchuncaví","no pertenece a ningún pueblo indígena","no","hombre",245,"2009",5105
"1819","puchuncaví","no pertenece a ningún pueblo indígena","sí","hombre",5636,"2009",5105
"1820","pucón","no pertenece a ningún pueblo indígena","no","hombre",227,"2009",9115
"1821","pucón","no pertenece a ningún pueblo indígena","sí","hombre",8133,"2009",9115
"1822","pucón","mapuche","sí","hombre",2867,"2009",9115
"1823","pucón","mapuche","no","mujer",222,"2009",9115
"1824","pucón","no pertenece a ningún pueblo indígena","no","mujer",357,"2009",9115
"1825","pucón","mapuche","no","hombre",315,"2009",9115
"1826","pucón","mapuche","sí","mujer",2215,"2009",9115
"1827","pucón","no pertenece a ningún pueblo indígena","sí","mujer",7516,"2009",9115
"1828","pudahuel","no pertenece a ningún pueblo indígena","sí","mujer",93023,"2009",13124
"1829","pudahuel","mapuche","no","hombre",204,"2009",13124
"1830","pudahuel","no pertenece a ningún pueblo indígena","no","hombre",482,"2009",13124
"1831","pudahuel","rapa nui ","sí","mujer",378,"2009",13124
"1832","pudahuel","mapuche","sí","hombre",5627,"2009",13124
"1833","pudahuel","rapa nui ","sí","hombre",354,"2009",13124
"1834","pudahuel","no pertenece a ningún pueblo indígena","sí","hombre",86178,"2009",13124
"1835","pudahuel","mapuche","no","mujer",542,"2009",13124
"1836","pudahuel","mapuche","sí","mujer",3645,"2009",13124
"1837","pudahuel","no pertenece a ningún pueblo indígena","no","mujer",3028,"2009",13124
"1838","pudahuel","atacameño","sí","hombre",184,"2009",13124
"1839","puente alto","aymara","sí","mujer",858,"2009",13201
"1840","puente alto","mapuche","sí","hombre",13355,"2009",13201
"1841","puente alto","no pertenece a ningún pueblo indígena","sí","hombre",245893,"2009",13201
"1842","puente alto","mapuche","sí","mujer",10033,"2009",13201
"1843","puente alto","aymara","sí","hombre",418,"2009",13201
"1844","puente alto","no pertenece a ningún pueblo indígena","sí","mujer",260842,"2009",13201
"1845","puente alto","no pertenece a ningún pueblo indígena","no","hombre",3459,"2009",13201
"1846","puente alto","rapa nui ","sí","hombre",655,"2009",13201
"1847","puente alto","no pertenece a ningún pueblo indígena","no","mujer",5939,"2009",13201
"1848","puerto montt","mapuche","no","mujer",763,"2009",10101
"1849","puerto montt","mapuche","sí","mujer",13594,"2009",10101
"1850","puerto montt","yagán","sí","mujer",354,"2009",10101
"1851","puerto montt","no pertenece a ningún pueblo indígena","no","hombre",3590,"2009",10101
"1852","puerto montt","no pertenece a ningún pueblo indígena","no","mujer",4158,"2009",10101
"1853","puerto montt","no pertenece a ningún pueblo indígena","sí","hombre",67066,"2009",10101
"1854","puerto montt","mapuche","sí","hombre",12436,"2009",10101
"1855","puerto montt","no pertenece a ningún pueblo indígena","sí","mujer",71999,"2009",10101
"1856","puerto octay","mapuche","no","mujer",66,"2009",10302
"1857","puerto octay","mapuche","no","hombre",115,"2009",10302
"1858","puerto octay","mapuche","sí","mujer",990,"2009",10302
"1859","puerto octay","mapuche","sí","hombre",937,"2009",10302
"1860","puerto octay","no pertenece a ningún pueblo indígena","no","hombre",104,"2009",10302
"1861","puerto octay","no pertenece a ningún pueblo indígena","no","mujer",244,"2009",10302
"1862","puerto octay","no pertenece a ningún pueblo indígena","sí","hombre",2531,"2009",10302
"1863","puerto octay","no pertenece a ningún pueblo indígena","sí","mujer",2192,"2009",10302
"1864","puerto octay","quechua","sí","hombre",16,"2009",10302
"1865","puerto varas","no pertenece a ningún pueblo indígena","sí","mujer",13543,"2009",10109
"1866","puerto varas","no pertenece a ningún pueblo indígena","no","hombre",219,"2009",10109
"1867","puerto varas","mapuche","sí","mujer",2854,"2009",10109
"1868","puerto varas","no pertenece a ningún pueblo indígena","sí","hombre",10484,"2009",10109
"1869","puerto varas","mapuche","no","mujer",102,"2009",10109
"1870","puerto varas","no pertenece a ningún pueblo indígena","no","mujer",541,"2009",10109
"1871","puerto varas","mapuche","sí","hombre",1689,"2009",10109
"1872","pumanque","no pertenece a ningún pueblo indígena","no","hombre",173,"2009",6309
"1873","pumanque","mapuche","sí","hombre",9,"2009",6309
"1874","pumanque","no pertenece a ningún pueblo indígena","sí","hombre",1149,"2009",6309
"1875","pumanque","no pertenece a ningún pueblo indígena","sí","mujer",1160,"2009",6309
"1876","pumanque","no pertenece a ningún pueblo indígena","no","mujer",140,"2009",6309
"1877","punitaqui","no pertenece a ningún pueblo indígena","sí","hombre",3696,"2009",4304
"1878","punitaqui","no pertenece a ningún pueblo indígena","no","mujer",145,"2009",4304
"1879","punitaqui","mapuche","sí","mujer",61,"2009",4304
"1880","punitaqui","mapuche","sí","hombre",14,"2009",4304
"1881","punitaqui","no pertenece a ningún pueblo indígena","no","hombre",274,"2009",4304
"1882","punitaqui","no pertenece a ningún pueblo indígena","sí","mujer",3654,"2009",4304
"1883","punta arenas","kawésqar","no","mujer",192,"2009",12101
"1884","punta arenas","no pertenece a ningún pueblo indígena","no","hombre",856,"2009",12101
"1885","punta arenas","no pertenece a ningún pueblo indígena","no","mujer",737,"2009",12101
"1886","punta arenas","aymara","sí","mujer",544,"2009",12101
"1887","punta arenas","atacameño","sí","hombre",16,"2009",12101
"1888","punta arenas","no pertenece a ningún pueblo indígena","sí","hombre",34047,"2009",12101
"1889","punta arenas","aymara","sí","hombre",145,"2009",12101
"1890","punta arenas","kawésqar","sí","hombre",399,"2009",12101
"1891","punta arenas","mapuche","no","mujer",8,"2009",12101
"1892","punta arenas","kawésqar","sí","mujer",95,"2009",12101
"1893","punta arenas","mapuche","sí","hombre",9418,"2009",12101
"1894","punta arenas","mapuche","sí","mujer",9564,"2009",12101
"1895","punta arenas","no pertenece a ningún pueblo indígena","sí","mujer",36256,"2009",12101
"1896","puqueldón","atacameño","sí","mujer",7,"2009",10206
"1897","puqueldón","mapuche","no","hombre",7,"2009",10206
"1898","puqueldón","mapuche","no","mujer",20,"2009",10206
"1899","puqueldón","no pertenece a ningún pueblo indígena","no","mujer",111,"2009",10206
"1900","puqueldón","mapuche","sí","hombre",277,"2009",10206
"1901","puqueldón","yagán","sí","mujer",6,"2009",10206
"1902","puqueldón","no pertenece a ningún pueblo indígena","sí","hombre",1231,"2009",10206
"1903","puqueldón","no pertenece a ningún pueblo indígena","sí","mujer",1393,"2009",10206
"1904","puqueldón","mapuche","sí","mujer",226,"2009",10206
"1905","puqueldón","no pertenece a ningún pueblo indígena","no","hombre",14,"2009",10206
"1906","purén","mapuche","sí","mujer",795,"2009",9208
"1907","purén","no pertenece a ningún pueblo indígena","no","hombre",507,"2009",9208
"1908","purén","mapuche","sí","hombre",880,"2009",9208
"1909","purén","mapuche","no","mujer",177,"2009",9208
"1910","purén","no pertenece a ningún pueblo indígena","sí","mujer",3326,"2009",9208
"1911","purén","mapuche","no","hombre",121,"2009",9208
"1912","purén","no pertenece a ningún pueblo indígena","no","mujer",329,"2009",9208
"1913","purén","no pertenece a ningún pueblo indígena","sí","hombre",2945,"2009",9208
"1914","purranque","mapuche","sí","mujer",2088,"2009",10303
"1915","purranque","no pertenece a ningún pueblo indígena","no","hombre",397,"2009",10303
"1916","purranque","mapuche","no","mujer",256,"2009",10303
"1917","purranque","mapuche","no","hombre",362,"2009",10303
"1918","purranque","no pertenece a ningún pueblo indígena","sí","hombre",4293,"2009",10303
"1919","purranque","no pertenece a ningún pueblo indígena","sí","mujer",5748,"2009",10303
"1920","purranque","mapuche","sí","hombre",2358,"2009",10303
"1921","purranque","no pertenece a ningún pueblo indígena","no","mujer",490,"2009",10303
"1922","putaendo","no pertenece a ningún pueblo indígena","no","hombre",607,"2009",5705
"1923","putaendo","no pertenece a ningún pueblo indígena","no","mujer",437,"2009",5705
"1924","putaendo","no pertenece a ningún pueblo indígena","sí","hombre",5409,"2009",5705
"1925","putaendo","mapuche","sí","mujer",16,"2009",5705
"1926","putaendo","mapuche","sí","hombre",40,"2009",5705
"1927","putaendo","no pertenece a ningún pueblo indígena","sí","mujer",5662,"2009",5705
"1928","putre","aymara","no","hombre",29,"2009",15201
"1929","putre","quechua","sí","mujer",5,"2009",15201
"1930","putre","quechua","sí","hombre",2,"2009",15201
"1931","putre","no pertenece a ningún pueblo indígena","sí","mujer",68,"2009",15201
"1932","putre","aymara","sí","mujer",241,"2009",15201
"1933","putre","no pertenece a ningún pueblo indígena","sí","hombre",40,"2009",15201
"1934","putre","no pertenece a ningún pueblo indígena","no","mujer",1,"2009",15201
"1935","putre","aymara","sí","hombre",278,"2009",15201
"1936","putre","aymara","no","mujer",63,"2009",15201
"1937","putre","no pertenece a ningún pueblo indígena","no","hombre",5,"2009",15201
"1938","puyehue","no pertenece a ningún pueblo indígena","sí","hombre",2880,"2009",10304
"1939","puyehue","mapuche","no","hombre",7,"2009",10304
"1940","puyehue","no pertenece a ningún pueblo indígena","no","hombre",149,"2009",10304
"1941","puyehue","mapuche","sí","hombre",1138,"2009",10304
"1942","puyehue","no pertenece a ningún pueblo indígena","no","mujer",116,"2009",10304
"1943","puyehue","mapuche","sí","mujer",1074,"2009",10304
"1944","puyehue","no pertenece a ningún pueblo indígena","sí","mujer",2602,"2009",10304
"1945","puyehue","mapuche","no","mujer",123,"2009",10304
"1946","queilén","no pertenece a ningún pueblo indígena","no","mujer",78,"2009",10207
"1947","queilén","mapuche","sí","hombre",727,"2009",10207
"1948","queilén","mapuche","no","mujer",28,"2009",10207
"1949","queilén","mapuche","sí","mujer",761,"2009",10207
"1950","queilén","mapuche","no","hombre",10,"2009",10207
"1951","queilén","no pertenece a ningún pueblo indígena","no","hombre",96,"2009",10207
"1952","queilén","no pertenece a ningún pueblo indígena","sí","mujer",1209,"2009",10207
"1953","queilén","no pertenece a ningún pueblo indígena","sí","hombre",1220,"2009",10207
"1954","quellón","mapuche","sí","mujer",2938,"2009",10208
"1955","quellón","yagán","sí","mujer",17,"2009",10208
"1956","quellón","no pertenece a ningún pueblo indígena","sí","mujer",6976,"2009",10208
"1957","quellón","mapuche","no","hombre",191,"2009",10208
"1958","quellón","no pertenece a ningún pueblo indígena","no","hombre",161,"2009",10208
"1959","quellón","no pertenece a ningún pueblo indígena","sí","hombre",6764,"2009",10208
"1960","quellón","mapuche","no","mujer",327,"2009",10208
"1961","quellón","yagán","sí","hombre",17,"2009",10208
"1962","quellón","no pertenece a ningún pueblo indígena","no","mujer",251,"2009",10208
"1963","quellón","atacameño","sí","mujer",27,"2009",10208
"1964","quellón","mapuche","sí","hombre",3053,"2009",10208
"1965","quemchi","no pertenece a ningún pueblo indígena","no","hombre",174,"2009",10209
"1966","quemchi","mapuche","no","mujer",105,"2009",10209
"1967","quemchi","no pertenece a ningún pueblo indígena","sí","hombre",2620,"2009",10209
"1968","quemchi","mapuche","no","hombre",63,"2009",10209
"1969","quemchi","no pertenece a ningún pueblo indígena","no","mujer",180,"2009",10209
"1970","quemchi","mapuche","sí","hombre",450,"2009",10209
"1971","quemchi","mapuche","sí","mujer",626,"2009",10209
"1972","quemchi","no pertenece a ningún pueblo indígena","sí","mujer",2277,"2009",10209
"1973","quilaco","no pertenece a ningún pueblo indígena","no","hombre",155,"2009",8308
"1974","quilaco","mapuche","sí","mujer",24,"2009",8308
"1975","quilaco","mapuche","sí","hombre",36,"2009",8308
"1976","quilaco","mapuche","no","hombre",5,"2009",8308
"1977","quilaco","no pertenece a ningún pueblo indígena","sí","hombre",1267,"2009",8308
"1978","quilaco","no pertenece a ningún pueblo indígena","sí","mujer",1307,"2009",8308
"1979","quilaco","no pertenece a ningún pueblo indígena","no","mujer",126,"2009",8308
"1980","quilicura","mapuche","sí","hombre",2341,"2009",13125
"1981","quilicura","no pertenece a ningún pueblo indígena","no","mujer",337,"2009",13125
"1982","quilicura","no pertenece a ningún pueblo indígena","sí","hombre",64125,"2009",13125
"1983","quilicura","no pertenece a ningún pueblo indígena","no","hombre",604,"2009",13125
"1984","quilicura","no pertenece a ningún pueblo indígena","sí","mujer",71014,"2009",13125
"1985","quilicura","mapuche","sí","mujer",2832,"2009",13125
"1986","quilicura","aymara","sí","mujer",122,"2009",13125
"1987","quilleco","no pertenece a ningún pueblo indígena","no","hombre",510,"2009",8309
"1988","quilleco","no pertenece a ningún pueblo indígena","no","mujer",324,"2009",8309
"1989","quilleco","mapuche","sí","hombre",12,"2009",8309
"1990","quilleco","no pertenece a ningún pueblo indígena","sí","mujer",3774,"2009",8309
"1991","quilleco","no pertenece a ningún pueblo indígena","sí","hombre",3753,"2009",8309
"1992","quillón","mapuche","sí","hombre",115,"2009",16107
"1993","quillón","mapuche","sí","mujer",230,"2009",16107
"1994","quillón","no pertenece a ningún pueblo indígena","sí","mujer",5978,"2009",16107
"1995","quillón","no pertenece a ningún pueblo indígena","no","mujer",447,"2009",16107
"1996","quillón","no pertenece a ningún pueblo indígena","sí","hombre",5531,"2009",16107
"1997","quillón","no pertenece a ningún pueblo indígena","no","hombre",583,"2009",16107
"1998","quillota","no pertenece a ningún pueblo indígena","no","hombre",2294,"2009",5501
"1999","quillota","no pertenece a ningún pueblo indígena","sí","hombre",29721,"2009",5501
"2000","quillota","mapuche","sí","hombre",135,"2009",5501
"2001","quillota","no pertenece a ningún pueblo indígena","sí","mujer",35328,"2009",5501
"2002","quillota","no pertenece a ningún pueblo indígena","no","mujer",1808,"2009",5501
"2003","quillota","mapuche","sí","mujer",58,"2009",5501
"2004","quilpué","no pertenece a ningún pueblo indígena","sí","mujer",64986,"2009",5801
"2005","quilpué","no pertenece a ningún pueblo indígena","no","mujer",1123,"2009",5801
"2006","quilpué","mapuche","sí","hombre",1588,"2009",5801
"2007","quilpué","mapuche","sí","mujer",2025,"2009",5801
"2008","quilpué","atacameño","sí","hombre",1077,"2009",5801
"2009","quilpué","no pertenece a ningún pueblo indígena","no","hombre",369,"2009",5801
"2010","quilpué","no pertenece a ningún pueblo indígena","sí","hombre",53339,"2009",5801
"2011","quinchao","no pertenece a ningún pueblo indígena","no","mujer",126,"2009",10210
"2012","quinchao","mapuche","no","mujer",62,"2009",10210
"2013","quinchao","no pertenece a ningún pueblo indígena","sí","mujer",2144,"2009",10210
"2014","quinchao","atacameño","sí","mujer",10,"2009",10210
"2015","quinchao","mapuche","sí","hombre",950,"2009",10210
"2016","quinchao","mapuche","no","hombre",86,"2009",10210
"2017","quinchao","no pertenece a ningún pueblo indígena","no","hombre",173,"2009",10210
"2018","quinchao","aymara","sí","hombre",6,"2009",10210
"2019","quinchao","quechua","sí","mujer",11,"2009",10210
"2020","quinchao","mapuche","sí","mujer",863,"2009",10210
"2021","quinchao","no pertenece a ningún pueblo indígena","sí","hombre",2191,"2009",10210
"2022","quinta de tilcoco","no pertenece a ningún pueblo indígena","sí","mujer",4333,"2009",6114
"2023","quinta de tilcoco","no pertenece a ningún pueblo indígena","no","hombre",330,"2009",6114
