"","Group.1","Group.2","Group.3","Group.4","mean.dataset2006_final$ytotaj"
"1925","puente alto ","no","mapuche ","mujer",90080
"1926","san bernardo ","no","mapuche ","mujer",74766.3333333333
"1927","buin ","no","mapuche ","mujer",NA
"1928","melipilla ","no","mapuche ","mujer",NA
"1929","curacaví ","no","mapuche ","mujer",NA
"1930","maría pinto ","no","mapuche ","mujer",NA
"1931","san pedro ","no","mapuche ","mujer",84586
"1932","talagante ","no","mapuche ","mujer",NA
"1933","el monte ","no","mapuche ","mujer",59610
"1934","isla de maipo ","no","mapuche ","mujer",NA
"1935","pencahue ","no sabe /sin dato","mapuche ","mujer",NA
"1936","iquique ","sí","atacameño","mujer",274945
"1937","arica ","sí","atacameño","mujer",136514
"1938","camarones ","sí","atacameño","mujer",90080
"1939","mejillones ","sí","atacameño","mujer",161600
"1940","sierra gorda ","sí","atacameño","mujer",12951605.2
"1941","taltal ","sí","atacameño","mujer",154025
"1942","calama ","sí","atacameño","mujer",164359.14084507
"1943","ollague ","sí","atacameño","mujer",253807
"1944","san pedro de atacama ","sí","atacameño","mujer",228184.619402985
"1945","tocopilla ","sí","atacameño","mujer",NA
"1946","vallenar ","sí","atacameño","mujer",104548
"1947","coquimbo ","sí","atacameño","mujer",NA
"1948","canela ","sí","atacameño","mujer",206662
"1949","salamanca ","sí","atacameño","mujer",10000
"1950","la cruz ","sí","atacameño","mujer",NA
"1951","nogales ","sí","atacameño","mujer",3294
"1952","panquehue ","sí","atacameño","mujer",136350
"1953","nancagua ","sí","atacameño","mujer",68686
"1954","licantén ","sí","atacameño","mujer",81469.5
"1955","mulchén ","sí","atacameño","mujer",NA
"1956","temuco ","sí","atacameño","mujer",552193
"1957","lautaro ","sí","atacameño","mujer",26527
"1958","melipeuco ","sí","atacameño","mujer",47103
"1959","cholchol ","sí","atacameño","mujer",11139
"1960","chonchi ","sí","atacameño","mujer",200900
"1961","dalcahue ","sí","atacameño","mujer",44186
"1962","la unión ","sí","atacameño","mujer",50021
"1963","paillaco ","sí","atacameño","mujer",NA
"1964","cisnes ","sí","atacameño","mujer",NA
"1965","santiago ","sí","atacameño","mujer",181800
"1966","independencia ","sí","atacameño","mujer",NA
"1967","pudahuel ","sí","atacameño","mujer",NA
"1968","san pedro ","sí","atacameño","mujer",296400
"1969","padre hurtado ","sí","atacameño","mujer",296400
"1970","calama ","no","atacameño","mujer",93867.875
"1971","san pedro de atacama ","no","atacameño","mujer",121695.612903226
"1972","panquehue ","no","atacameño","mujer",136350
"1973","padre hurtado ","no","atacameño","mujer",197600
"1974","sierra gorda ","sí","coya","mujer",NA
"1975","copiapó ","sí","coya","mujer",170472.333333333
"1976","caldera ","sí","coya","mujer",136088
"1977","tierra amarilla ","sí","coya","mujer",187067
"1978","chañaral ","sí","coya","mujer",66276
"1979","diego de almagro ","sí","coya","mujer",17503.5
"1980","punitaqui ","sí","coya","mujer",141400
"1981","valdivia ","sí","coya","mujer",301900
"1982","diego de almagro ","no","coya","mujer",241375
"1983","san nicolás ","sí","kawaskar","mujer",10000
"1984","loncoche ","sí","kawaskar","mujer",67560
"1985","perquenco ","sí","kawaskar","mujer",84926
"1986","puqueldón ","sí","kawaskar","mujer",100650
"1987","quinchao ","sí","kawaskar","mujer",101000
"1988","aisén ","sí","kawaskar","mujer",323200
"1989","cisnes ","sí","kawaskar","mujer",27313
"1990","chile chico ","sí","kawaskar","mujer",116100
"1991","punta arenas ","sí","kawaskar","mujer",101995.333333333
"1992","porvenir ","sí","kawaskar","mujer",283140
"1993","natales ","sí","kawaskar","mujer",NA
"1994","caldera ","sí","yagan","mujer",125412
"1995","padre las casas ","sí","yagan","mujer",NA
"1996","cabo de hornos ","sí","yagan","mujer",127246.666666667
"1997","porvenir ","sí","yagan","mujer",NA
"1998","cerro navia ","sí","yagan","mujer",113778
"1999","osorno ","no","yagan","mujer",51503
"2000","pozo almonte ","sí","diaguita","mujer",119180
"2001","antofagasta ","sí","diaguita","mujer",296400
"2002","taltal ","sí","diaguita","mujer",920322
"2003","san pedro de atacama ","sí","diaguita","mujer",202988
"2004","tocopilla ","sí","diaguita","mujer",NA
"2005","copiapó ","sí","diaguita","mujer",267240.666666667
"2006","tierra amarilla ","sí","diaguita","mujer",395200
"2007","chañaral ","sí","diaguita","mujer",98875.5
"2008","vallenar ","sí","diaguita","mujer",430270.6
"2009","alto del carmen ","sí","diaguita","mujer",142258.857142857
"2010","freirina ","sí","diaguita","mujer",63438
"2011","huasco ","sí","diaguita","mujer",136183
"2012","vicuña ","sí","diaguita","mujer",121200
"2013","salamanca ","sí","diaguita","mujer",56384
"2014","monte patria ","sí","diaguita","mujer",NA
"2015","papudo ","sí","diaguita","mujer",314766
"2016","quillota ","sí","diaguita","mujer",151500
"2017","el quisco ","sí","diaguita","mujer",202000
"2018","calbuco ","sí","diaguita","mujer",232300
"2019","providencia ","sí","diaguita","mujer",NA
"2020","alto del carmen ","no","diaguita","mujer",58802.4285714286
"2021","iquique ","sí","no pertenece a ningún pueblo indígena","mujer",215552.095238095
"2022","camiña ","sí","no pertenece a ningún pueblo indígena","mujer",178402.285714286
"2023","colchane ","sí","no pertenece a ningún pueblo indígena","mujer",2155052
"2024","huara ","sí","no pertenece a ningún pueblo indígena","mujer",176396.34375
"2025","pica ","sí","no pertenece a ningún pueblo indígena","mujer",176539.219512195
"2026","pozo almonte ","sí","no pertenece a ningún pueblo indígena","mujer",232159.161290323
"2027","alto hospicio ","sí","no pertenece a ningún pueblo indígena","mujer",215012.245283019
"2028","arica ","sí","no pertenece a ningún pueblo indígena","mujer",164941.507042254
"2029","camarones ","sí","no pertenece a ningún pueblo indígena","mujer",265824.2
"2030","putre ","sí","no pertenece a ningún pueblo indígena","mujer",398231.2
"2031","antofagasta ","sí","no pertenece a ningún pueblo indígena","mujer",275884.093264249
"2032","mejillones ","sí","no pertenece a ningún pueblo indígena","mujer",260075.017699115
"2033","sierra gorda ","sí","no pertenece a ningún pueblo indígena","mujer",555708.905982906
"2034","taltal ","sí","no pertenece a ningún pueblo indígena","mujer",349279.343434343
"2035","calama ","sí","no pertenece a ningún pueblo indígena","mujer",342692.796460177
"2036","ollague ","sí","no pertenece a ningún pueblo indígena","mujer",540887.25
"2037","san pedro de atacama ","sí","no pertenece a ningún pueblo indígena","mujer",380910.918367347
"2038","tocopilla ","sí","no pertenece a ningún pueblo indígena","mujer",188190.27027027
"2039","maría elena ","sí","no pertenece a ningún pueblo indígena","mujer",256536.527472527
"2040","copiapó ","sí","no pertenece a ningún pueblo indígena","mujer",306853.353293413
"2041","caldera ","sí","no pertenece a ningún pueblo indígena","mujer",202348.689393939
"2042","tierra amarilla ","sí","no pertenece a ningún pueblo indígena","mujer",178149.851851852
"2043","chañaral ","sí","no pertenece a ningún pueblo indígena","mujer",179219.4
"2044","diego de almagro ","sí","no pertenece a ningún pueblo indígena","mujer",210123.628571429
"2045","vallenar ","sí","no pertenece a ningún pueblo indígena","mujer",223126.7625
"2046","alto del carmen ","sí","no pertenece a ningún pueblo indígena","mujer",176415.413461538
"2047","freirina ","sí","no pertenece a ningún pueblo indígena","mujer",185219.666666667
"2048","huasco ","sí","no pertenece a ningún pueblo indígena","mujer",185307.254716981
"2049","la serena ","sí","no pertenece a ningún pueblo indígena","mujer",248794.575581395
"2050","coquimbo ","sí","no pertenece a ningún pueblo indígena","mujer",179368.103030303
"2051","andacollo ","sí","no pertenece a ningún pueblo indígena","mujer",114307.844444444
"2052","la higuera ","sí","no pertenece a ningún pueblo indígena","mujer",112902.639534884
"2053","paihuano ","sí","no pertenece a ningún pueblo indígena","mujer",185157.721153846
"2054","vicuña ","sí","no pertenece a ningún pueblo indígena","mujer",145638.024793388
"2055","illapel ","sí","no pertenece a ningún pueblo indígena","mujer",180351.682242991
"2056","canela ","sí","no pertenece a ningún pueblo indígena","mujer",138390.086021505
"2057","los vilos ","sí","no pertenece a ningún pueblo indígena","mujer",165320.18627451
"2058","salamanca ","sí","no pertenece a ningún pueblo indígena","mujer",153827.198019802
"2059","ovalle ","sí","no pertenece a ningún pueblo indígena","mujer",173048.660869565
"2060","combarbalá ","sí","no pertenece a ningún pueblo indígena","mujer",149899.117647059
"2061","monte patria ","sí","no pertenece a ningún pueblo indígena","mujer",146948.493506494
"2062","punitaqui ","sí","no pertenece a ningún pueblo indígena","mujer",102459.984615385
"2063","río hurtado ","sí","no pertenece a ningún pueblo indígena","mujer",207564.205479452
"2064","valparaíso ","sí","no pertenece a ningún pueblo indígena","mujer",230681.705555556
"2065","casablanca ","sí","no pertenece a ningún pueblo indígena","mujer",202741.818181818
"2066","concón ","sí","no pertenece a ningún pueblo indígena","mujer",291689.541666667
"2067","puchuncaví ","sí","no pertenece a ningún pueblo indígena","mujer",157534.072916667
"2068","quilpué ","sí","no pertenece a ningún pueblo indígena","mujer",232948.360759494
"2069","quintero ","sí","no pertenece a ningún pueblo indígena","mujer",180167.564814815
"2070","villa alemana ","sí","no pertenece a ningún pueblo indígena","mujer",192198.630769231
"2071","viña del mar ","sí","no pertenece a ningún pueblo indígena","mujer",285640.155440414
"2072","los andes ","sí","no pertenece a ningún pueblo indígena","mujer",251969.529411765
"2073","calle larga ","sí","no pertenece a ningún pueblo indígena","mujer",128269.387931034
"2074","rinconada ","sí","no pertenece a ningún pueblo indígena","mujer",128548.737373737
"2075","san esteban ","sí","no pertenece a ningún pueblo indígena","mujer",139381.175438596
"2076","la ligua ","sí","no pertenece a ningún pueblo indígena","mujer",221664.227722772
"2077","cabildo ","sí","no pertenece a ningún pueblo indígena","mujer",170744.885416667
"2078","papudo ","sí","no pertenece a ningún pueblo indígena","mujer",175940.371069182
"2079","petorca ","sí","no pertenece a ningún pueblo indígena","mujer",150215.018691589
"2080","zapallar ","sí","no pertenece a ningún pueblo indígena","mujer",156497.704
"2081","quillota ","sí","no pertenece a ningún pueblo indígena","mujer",208875.089285714
"2082","la calera ","sí","no pertenece a ningún pueblo indígena","mujer",210990.965986395
"2083","hijuelas ","sí","no pertenece a ningún pueblo indígena","mujer",138953.821052632
"2084","la cruz ","sí","no pertenece a ningún pueblo indígena","mujer",171925.810606061
"2085","limache ","sí","no pertenece a ningún pueblo indígena","mujer",179179.223140496
"2086","nogales ","sí","no pertenece a ningún pueblo indígena","mujer",160978.186915888
"2087","olmué ","sí","no pertenece a ningún pueblo indígena","mujer",123186.619047619
"2088","san antonio ","sí","no pertenece a ningún pueblo indígena","mujer",168102.530120482
"2089","algarrobo ","sí","no pertenece a ningún pueblo indígena","mujer",252587.973451327
"2090","cartagena ","sí","no pertenece a ningún pueblo indígena","mujer",190930.465648855
"2091","el quisco ","sí","no pertenece a ningún pueblo indígena","mujer",212341.052631579
"2092","el tabo ","sí","no pertenece a ningún pueblo indígena","mujer",177254.275862069
"2093","santo domingo ","sí","no pertenece a ningún pueblo indígena","mujer",462485.289473684
"2094","san felipe ","sí","no pertenece a ningún pueblo indígena","mujer",177229.409395973
"2095","catemu ","sí","no pertenece a ningún pueblo indígena","mujer",148806.822429907
"2096","llay llay ","sí","no pertenece a ningún pueblo indígena","mujer",169554.256
"2097","panquehue ","sí","no pertenece a ningún pueblo indígena","mujer",144769.264705882
"2098","putaendo ","sí","no pertenece a ningún pueblo indígena","mujer",136997.433333333
"2099","santa maría ","sí","no pertenece a ningún pueblo indígena","mujer",162758.241666667
"2100","rancagua ","sí","no pertenece a ningún pueblo indígena","mujer",270160.333333333
"2101","codegua ","sí","no pertenece a ningún pueblo indígena","mujer",157519.694915254
"2102","coinco ","sí","no pertenece a ningún pueblo indígena","mujer",213861.107526882
"2103","coltauco ","sí","no pertenece a ningún pueblo indígena","mujer",139203.927927928
"2104","doñihue ","sí","no pertenece a ningún pueblo indígena","mujer",206429.262626263
"2105","graneros ","sí","no pertenece a ningún pueblo indígena","mujer",157848.301886792
"2106","las cabras ","sí","no pertenece a ningún pueblo indígena","mujer",169480.195876289
"2107","machalí ","sí","no pertenece a ningún pueblo indígena","mujer",189829.365217391
"2108","malloa ","sí","no pertenece a ningún pueblo indígena","mujer",138093.739583333
"2109","mostazal ","sí","no pertenece a ningún pueblo indígena","mujer",214760.958762887
"2110","olivar ","sí","no pertenece a ningún pueblo indígena","mujer",145725.277777778
"2111","peumo ","sí","no pertenece a ningún pueblo indígena","mujer",167648.311320755
"2112","pichidegua ","sí","no pertenece a ningún pueblo indígena","mujer",99840.7710843373
"2113","quinta de tilcoco ","sí","no pertenece a ningún pueblo indígena","mujer",170497.598360656
"2114","rengo ","sí","no pertenece a ningún pueblo indígena","mujer",172056.194444444
"2115","requínoa ","sí","no pertenece a ningún pueblo indígena","mujer",168095.741071429
"2116","san vicente ","sí","no pertenece a ningún pueblo indígena","mujer",177056.656565657
"2117","pichilemu ","sí","no pertenece a ningún pueblo indígena","mujer",201020.680851064
"2118","la estrella ","sí","no pertenece a ningún pueblo indígena","mujer",134849.378378378
"2119","litueche ","sí","no pertenece a ningún pueblo indígena","mujer",124177.572815534
"2120","marchihue ","sí","no pertenece a ningún pueblo indígena","mujer",136185.32183908
"2121","navidad ","sí","no pertenece a ningún pueblo indígena","mujer",144610.822916667
"2122","paredones ","sí","no pertenece a ningún pueblo indígena","mujer",144767.651515152
"2123","san fernando ","sí","no pertenece a ningún pueblo indígena","mujer",230220.56626506
"2124","chépica ","sí","no pertenece a ningún pueblo indígena","mujer",132826.611111111
"2125","chimbarongo ","sí","no pertenece a ningún pueblo indígena","mujer",138343.595959596
"2126","lolol ","sí","no pertenece a ningún pueblo indígena","mujer",129932.336734694
"2127","nancagua ","sí","no pertenece a ningún pueblo indígena","mujer",156673.131868132
"2128","palmilla ","sí","no pertenece a ningún pueblo indígena","mujer",132310.244186047
"2129","peralillo ","sí","no pertenece a ningún pueblo indígena","mujer",150720.837606838
"2130","placilla ","sí","no pertenece a ningún pueblo indígena","mujer",136263.114583333
"2131","pumanque ","sí","no pertenece a ningún pueblo indígena","mujer",140373.989010989
"2132","santa cruz ","sí","no pertenece a ningún pueblo indígena","mujer",183878.043103448
"2133","talca ","sí","no pertenece a ningún pueblo indígena","mujer",243973.876923077
"2134","constitución ","sí","no pertenece a ningún pueblo indígena","mujer",140999.272727273
"2135","curepto ","sí","no pertenece a ningún pueblo indígena","mujer",137362.690265487
"2136","empedrado ","sí","no pertenece a ningún pueblo indígena","mujer",131765.577777778
"2137","maule ","sí","no pertenece a ningún pueblo indígena","mujer",113574.545454545
"2138","pelarco ","sí","no pertenece a ningún pueblo indígena","mujer",159906.590361446
"2139","pencahue ","sí","no pertenece a ningún pueblo indígena","mujer",147333.554621849
"2140","río claro ","sí","no pertenece a ningún pueblo indígena","mujer",110240.207920792
"2141","san clemente ","sí","no pertenece a ningún pueblo indígena","mujer",114074.149606299
"2142","san rafael ","sí","no pertenece a ningún pueblo indígena","mujer",169464.64516129
"2143","cauquenes ","sí","no pertenece a ningún pueblo indígena","mujer",145599.904411765
"2144","chanco ","sí","no pertenece a ningún pueblo indígena","mujer",117513.417475728
"2145","pelluhue ","sí","no pertenece a ningún pueblo indígena","mujer",138213.198198198
"2146","curicó ","sí","no pertenece a ningún pueblo indígena","mujer",270582.191011236
"2147","hualañé ","sí","no pertenece a ningún pueblo indígena","mujer",195364.76635514
"2148","licantén ","sí","no pertenece a ningún pueblo indígena","mujer",187105.277227723
"2149","molina ","sí","no pertenece a ningún pueblo indígena","mujer",162734.446428571
"2150","rauco ","sí","no pertenece a ningún pueblo indígena","mujer",146122.376237624
"2151","romeral ","sí","no pertenece a ningún pueblo indígena","mujer",175939.878504673
"2152","sagrada familia ","sí","no pertenece a ningún pueblo indígena","mujer",145630.584070796
